Date,Open,High,Low,Close,Volume,VIX_Close,DXY_Close,US02Y_Yield,US10Y_Yield,Yield_Curve_10Y_2Y,Volume_ratio_vs_5days,Announcement,hawkish_dovish_ratio,net_sentiment_score,negative_proportion,neutral_proportion,positive_proportion,sentiment_label
21/03/2018,2711.929932,2739.139893,2709.790039,2714.98999,3434780000,17.860000610351562,89.77999877929688,2.31,2.9070000648498535,0.5970000648498535,0.9035242596676712,0,0.0,0.0,0.0,0.0,0.0,
22/03/2018,2643.689941,2695.679932,2641.590088,2691.360107,3765460000,23.34000015258789,89.86000061035156,2.29,2.8320000171661377,0.5420000171661377,0.979087783673255,0,0.0,0.0,0.0,0.0,0.0,
23/03/2018,2588.26001,2657.669922,2585.889893,2646.709961,3829380000,24.8700008392334,89.44000244140625,2.28,2.8299999237060547,0.5499999237060549,1.0860611684733747,0,0.0,0.0,0.0,0.0,0.0,
26/03/2018,2658.550049,2661.360107,2601.810059,2619.350098,3538080000,21.030000686645508,89.02999877929688,2.33,2.8429999351501465,0.5129999351501464,0.9915982307462492,0,0.0,0.0,0.0,0.0,0.0,
27/03/2018,2612.620117,2674.780029,2596.120117,2667.570068,3761320000,22.5,89.37000274658203,2.26,2.7860000133514404,0.5260000133514406,1.0260559484358684,0,0.0,0.0,0.0,0.0,0.0,
28/03/2018,2605.0,2632.649902,2593.060059,2611.300049,3875720000,22.8700008392334,90.05999755859375,2.28,2.7750000953674316,0.49500009536743184,1.0324262811428473,0,0.0,0.0,0.0,0.0,0.0,
29/03/2018,2640.870117,2659.070068,2609.719971,2614.409912,3572360000,19.969999313354492,90.1500015258789,2.27,2.740999937057495,0.4709999370574951,0.9615080266525128,0,0.0,0.0,0.0,0.0,0.0,
02/04/2018,2581.879883,2638.300049,2553.800049,2633.449951,3635780000,23.6200008392334,90.05000305175781,2.25,2.7320001125335693,0.48200011253356934,0.9888833645392602,0,0.0,0.0,0.0,0.0,0.0,
03/04/2018,2614.449951,2619.139893,2575.48999,2592.169922,3395840000,21.100000381469727,90.19999694824219,2.28,2.7839999198913574,0.5039999198913576,0.9308251402607968,0,0.0,0.0,0.0,0.0,0.0,
04/04/2018,2644.689941,2649.860107,2573.610107,2584.040039,3369230000,20.059999465942383,90.13999938964844,2.28,2.7880001068115234,0.5080001068115236,0.9438184809957796,0,0.0,0.0,0.0,0.0,0.0,
05/04/2018,2662.840088,2672.080078,2649.580078,2657.360107,3230430000,18.940000534057617,90.45999908447266,2.3,2.8320000171661377,0.5320000171661379,0.9388797952061309,0,0.0,0.0,0.0,0.0,0.0,
06/04/2018,2604.469971,2656.879883,2586.27002,2645.820068,3312390000,21.489999771118164,90.11000061035156,2.27,2.7750000953674316,0.5050000953674316,0.9774712326196154,0,0.0,0.0,0.0,0.0,0.0,
09/04/2018,2613.159912,2653.550049,2610.790039,2617.179932,3076140000,21.770000457763672,89.83999633789062,2.29,2.7860000133514404,0.4960000133514404,0.9387617088103476,0,0.0,0.0,0.0,0.0,0.0,
10/04/2018,2656.870117,2665.449951,2635.780029,2638.409912,3579130000,20.469999313354492,89.58999633789062,2.32,2.796999931335449,0.4769999313354494,1.0801777233734846,0,0.0,0.0,0.0,0.0,0.0,
11/04/2018,2642.189941,2661.429932,2639.25,2643.889893,3054520000,20.239999771118164,89.56999969482422,2.32,2.7899999618530273,0.4699999618530275,0.939701377194186,0,0.0,0.0,0.0,0.0,0.0,
